"paper_id","coder","paper_title","criterion category","criterion label","new criterion label","normative framing","text evidence","is prerequisite for","depends on","can be automated","LLM involved","notes"
83,"Amelia","Reproducibility and transparency versus privacy and confidentiality: Reflections from a data editor","Availability","data deposit",,"injunctive","""Authors of accepted papers that contain empirical work, simulations, or experimental work must provide, prior to acceptance, the data, programs, and other details of the computations sufficient to permit replication, as well as information about access to data and programs."" (slide ""Key elements"") and ""If data or programs cannot be published in an openly accessible trusted data repository, authors must commit to preserving data and code for a period of no less than five years following publication...and to providing reasonable assistance to requests for clarification and replication."" (slide ""Key elements,"" policy excerpt)",,,"unclear",,"data isn't required if it's proprietary and suggested another strategy of preservation for authors to follow"
83,"Amelia","Reproducibility and transparency versus privacy and confidentiality: Reflections from a data editor","Availability","data documentation",,"injunctive","""...papers only if the data used in the analysis are clearly and precisely documented..."" (slide ""Key elements"")",,,"unclear",,
83,"Amelia","Reproducibility and transparency versus privacy and confidentiality: Reflections from a data editor","Availability","license",,"injunctive","""...access to the data and code is clearly and precisely documented and is non-exclusive to the authors."" (slide ""Key elements"") and 	""An open license is required by the AEA, in order to allow others to re-use the data and code."" (slide ""Tools and Guidance"" — Depositing Data section)",,,"unclear",,
83,"Amelia","Reproducibility and transparency versus privacy and confidentiality: Reflections from a data editor","Availability","data provenance",,"injunctive","""Authors are required to include a citation to the article sent to the AEA."" (slide ""Tools and Guidance"" — Depositing Data section)",,,"unclear",,
83,"Amelia","Reproducibility and transparency versus privacy and confidentiality: Reflections from a data editor","Executability","new criterion","code documentation/anotation","injunctive","""Program code and command files should be annotated to facilitate replication and ensure clear correspondence between code and figures."" (slide ""Tools and Guidance"" — Depositing Data section)","codes consistent with claims",,"unclear",,
83,"Amelia","Reproducibility and transparency versus privacy and confidentiality: Reflections from a data editor","Consistency","codes consistent with claims",,"injunctive","""Program code and command files should be annotated to facilitate replication and ensure clear correspondence between code and figures."" (slide ""Tools and Guidance"" — Depositing Data section)",,"code documentation/anotation","unclear",,
84,"Amelia","Replications in agricultural economics","Availability","code deposit",,"injunctive","""a code availability statement is required in the article, indicating whether the code is accessible and, if so, where it can be found"" (p. 361) and ""mandatory code sharing is implemented, requiring the code to be posted to a trusted repository, with any exceptions to be identified when the article is submitted"" (p. 361)",,,"unclear",,
84,"Amelia","Replications in agricultural economics","Availability","data deposit",,"descriptive","""The practice of making code and data available has numerous advantages for the scientific community, in addition to allowing for an easy reproduction of the published results."" (p. 357)",,,"unclear",,
85,"Amelia","The Role of Third-Party Verification in Research Reproducibility","Availability","code deposit",,"descriptive","""checking whether the submitted material (all code, data, readme file, manuscript) complies with a set of guidelines"" (p. 3–4)",,,"unclear",,
85,"Amelia","The Role of Third-Party Verification in Research Reproducibility","Availability","data deposit",,"descriptive","""checking whether the submitted material (all code, data, readme file, manuscript) complies with a set of guidelines"" (p. 3–4)",,,"unclear",,
85,"Amelia","The Role of Third-Party Verification in Research Reproducibility","Availability","data documentation",,"descriptive","""checking whether the submitted material (all code, data, readme file, manuscript) complies with a set of guidelines"" (p. 3–4)",,,"unclear",,
85,"Amelia","The Role of Third-Party Verification in Research Reproducibility","Executability","computing environment",,"descriptive","""he recreates the same computing environment as the authors (e.g., same operating system, versions of the software, libraries)"" (p. 3–4)",,,"unclear",,
85,"Amelia","The Role of Third-Party Verification in Research Reproducibility","Consistency","numerical output match",,"descriptive","""compares the numerical values of all original and regenerated parameters presented in tables"" (p.4)",,,"unclear",,
85,"Amelia","The Role of Third-Party Verification in Research Reproducibility","Consistency","table and figure match",,"descriptive","""the level, shapes, and positions of all curves or data points depicted in figures"" (p.4)",,,"unclear",,
86,"Amelia","What makes computational communication science (ir)reproducible?","Availability","code deposit",,"injunctive","p.6: ""(1) No shared code"" defined as a failure event; ""Criterion 1 determines whether we can conduct the same analysis."" p.7: of 30 empirical articles, only 14 provided both code and data; 16 failed Criterion 1 and/or 2.","dependency resolution; path resolution; computing environment; coding error handling",,"unclear",,
86,"Amelia","What makes computational communication science (ir)reproducible?","Availability","data deposit",,"injunctive","p.6: ""(2) No shared data""; p.6: ""Criterion 2 determines whether we can conduct the same analysis on the same data.""","dependency resolution; path resolution; computing environment; coding error handling",,"unclear",,
86,"Amelia","What makes computational communication science (ir)reproducible?","Executability","path resolution",,"tacit","""the use of hardcoded absolute paths and other assumptions about the availability and structure of certain directories and files"" is described as an issue encountered during execution. (p. 13)","numerical output match; table and figure match","code deposit; data deposit","no",,
86,"Amelia","What makes computational communication science (ir)reproducible?","Executability","coding error handling",,"injunctive","""Major code rewrite: When the execution failure was related to code quality issues, i.e. bugs, we attempted to correct for the bugs and rerun."" (p. 9)","numerical output match; table and figure match","code deposit; data deposit","no",,
86,"Amelia","What makes computational communication science (ir)reproducible?","Executability","dependency resolution",,"injunctive","""we automatically resolved the dependencies based on the shared code... the software dependencies of the shared code were automatically installed inside the dockerized environment,"" using RENV/PIPREQS/REMOTES to scan R and Python packages. (p. 9)","numerical output match; table and figure match","code deposit; data deposit","yes","no",
86,"Amelia","What makes computational communication science (ir)reproducible?","Executability","computing environment",,"injunctive","Docker container based on ROCKER, pinned R 4.3.0/Python 3.11.3; ""The goal of this dockerized pipeline is to fully automate the code execution in a standardized computational environment."" (p. 7-8)","numerical output match; table and figure match","code deposit; data deposit","yes","no",
86,"Amelia","What makes computational communication science (ir)reproducible?","Consistency","numerical output match",,"injunctive","(4) Technically executable, but results with major deviations""; ""Criterion 4 determines whether the answer is indeed the same."" (p. 6)",,"path resolution; dependency resolution; computing environment; coding error handling","no",,
86,"Amelia","What makes computational communication science (ir)reproducible?","Consistency","table and figure match",,"injunctive","(4) Technically executable, but results with major deviations""; ""Criterion 4 determines whether the answer is indeed the same."" (p. 6)",,"path resolution; dependency resolution; computing environment; coding error handling","no",,
87,"Amelia","Measuring transparency in the social sciences: political science and international relations","Availability","data deposit",,"injunctive","""a commitment by journal editor signatories to increase the availability of data 'at the time of publication through a trusted digital repository'"" (p. 3)",,,"unclear",,
87,"Amelia","Measuring transparency in the social sciences: political science and international relations","Availability","code deposit",,"injunctive","""require authors to 'delineate clearly the analytic procedures upon which their published claims rely, and where possible to provide access to all relevant analytic materials'""; also ""It is relatively straightforward for researchers using statistical inference to release the very data and code that were necessary to produce the results in their papers"" (p. 3)",,,"unclear",,
88,"Amelia","Reproducibility in Management Science","Availability","data deposit",,"injunctive","Journal policy: ""Authors of accepted papers…must provide…the data, programs, and other details of the experiment and computations sufficient to permit replication."" (p. 1344)",,,"unclear",,
88,"Amelia","Reproducibility in Management Science","Availability","code deposit",,"injunctive","Journal policy: ""Authors of accepted papers…must provide…the data, programs, and other details of the experiment and computations sufficient to permit replication."" (p. 1344)",,,"unclear",,
88,"Amelia","Reproducibility in Management Science","Availability","data provenance",,"injunctive","""In these cases [licensed/proprietary/NDA data], detailed descriptions of data provenance and data set creation are expected."" (p. 1345–1346)",,,"unclear",,
88,"Amelia","Reproducibility in Management Science","Availability","data documentation",,"injunctive","""Insufficient documentation, missing information"" (7.4%) (p. 1350); also ""information about the content of the replication package (readme, data, code, etc.) and their quality"" was assessed by reviewers (p. 1347)",,,"unclear",,
88,"Amelia","Reproducibility in Management Science","Executability","computing environment",,"injunctive","""Issues with software/hardware requirements"" (2.9%); elaborated as ""software could not be installed, or the code would run for an untenable amount of time"" (p. 1349)",,,"unclear",,
88,"Amelia","Reproducibility in Management Science","Executability","dependency resolution",,"injunctive","""Issues with software/hardware requirements"" (2.9%); elaborated as ""software could not be installed, or the code would run for an untenable amount of time"" (p. 1349)",,,"unclear",,
88,"Amelia","Reproducibility in Management Science","Consistency","numerical output match",,"injunctive","""Reproduction yields (partly) different results"" (4.4%) (p. 1350)",,,"unclear",,
88,"Amelia","Reproducibility in Management Science","Consistency","table and figure match",,"injunctive","""individual reproducibility assessment of all results tables and figures and other results reported in the manuscript"" (p. 1347)",,,"unclear",,
89,"Amelia","Computational reproducibility in computational social science","Availability","data deposit",,"injunctive","""researchers should consider the option to archive their data...in a secure data archive that will ensure the long-term accessibility of data for other researchers"" (p.6)",,,"no",,
89,"Amelia","Computational reproducibility in computational social science","Availability","code deposit",,"injunctive","""if researchers are not willing to share their code, they should be explicit about the consequences and label their work as not computationally reproducible"" (p.9)",,,"no",,
89,"Amelia","Computational reproducibility in computational social science","Availability","data documentation",,"injunctive","""3°CR can be achieved by following best practice guides to write reproducible code, using a research compendium, and by providing a declarative description of the computational environment"" (p.8)",,,"unclear",,
89,"Amelia","Computational reproducibility in computational social science","Availability","data provenance",,"injunctive","""When versioning of the API is available, the information should be documented"" (p.6)",,,"no",,
89,"Amelia","Computational reproducibility in computational social science","Executability","dependency resolution",,"injunctive","""provide a reproducible computational environment where at least the four components from the last section are clearly documented and can be automatically regenerated"" (p.7) — the four components are OS, system components, language version, library versions (p.6).",,,"yes","no",
89,"Amelia","Computational reproducibility in computational social science","Executability","computing environment",,"injunctive","Same quote as row 6 (p.7–8); reinforced by ""the reproducible materials must be nonrestrictive"" for 3°CR (p.9).",,,"yes","no",
89,"Amelia","Computational reproducibility in computational social science","Consistency","codes consistent with claims",,"tacit","""Literate Programming techniques can also be used to make sure the reporting in the manuscript is perfectly aligned with the data analysis"" (p.7)",,,"unclear",,
89,"Amelia","Computational reproducibility in computational social science","Consistency","numerical output match",,"injunctive","""A result is reproducible when the same analysis steps performed on the same dataset consistently produce the same answer. This reproducibility of the result can be checked by the original investigators and other researchers with the nonrestrictive reproducible materials."" (p. 3)",,,"unclear",,
90,"Amelia","A guide for social science journal editors on easing into open science","Availability","data deposit",,"injunctive","""journals could instead implement policies to make acceptance conditional upon direct links to open data, code, and materials"" (p. 6)",,,"unclear",,
90,"Amelia","A guide for social science journal editors on easing into open science","Availability","code deposit",,"injunctive","""journals could instead implement policies to make acceptance conditional upon direct links to open data, code, and materials"" (p. 6)",,,"unclear",,
90,"Amelia","A guide for social science journal editors on easing into open science","Availability","data documentation",,"injunctive","""Journals can then decide whether they will check whether the shared materials are complete or not"" (p. 6)",,,"unclear",,
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","Availability","data deposit",,"tacit","Capsule folders: ""data — Folder with data necessary to run the code,"" ""code — ...Script to run code with appropriate arguments"" (p. 3, Fig. 2)",,,"unclear",,
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","Availability","code deposit",,"tacit","Capsule folders: ""data — Folder with data necessary to run the code,"" ""code — ...Script to run code with appropriate arguments"" (p. 3, Fig. 2)",,,"unclear",,
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","Availability","data documentation",,"descriptive","""Contains a README file... most papers in the real world do [have one]"" (p. 5, Table 2)",,,"unclear",,
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","Executability","dependency resolution",,"injunctive","""The agent must install libraries, packages, and dependencies and run the code."" (p. 1, Fig. 1 caption)",,,"yes","yes",
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","Executability","computing environment",,"injunctive","CORE-Bench-Hard: agent must ""install all required libraries and dependencies, determine (and run) the correct command to reproduce the code"" (p. 6, Table 3)",,,"yes","yes",
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","Executability","path resolution",,"tacit","""Use absolute paths instead of environmental variables in execute_shell() command"" (p. 8, Table 4)",,,"yes","yes",
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","Consistency","numerical output match",,"injunctive","""the agent's reported results for all questions fall within a 95% prediction interval for every task question of the results from the three manual runs"" (p. 7)",,,"yes","yes",
91,"Amelia","CORE-bench: fostering the credibility of published research through a computational reproducibility agent benchmark","Consistency","table and figure match",,"injunctive","Vision-based task questions requiring figure/table value extraction (p. 11–12, Section 4.4)",,,"yes","yes",
92,"Amelia","Audio-as-data tools: replicating computational data processing","Availability","data documentation",,"injunctive","""Researchers must also be transparent in their processing approach, including providing information about the tools they used, the version of that tool (if relevant), and the specific steps they conducted in data preparation"" (p.12); ""reproduction studies should use the same processing approaches, if possible... being explicit about the specific tool, software, programming language, or package/library used"" (p.12)",,,"unclear",,
92,"Amelia","Audio-as-data tools: replicating computational data processing","Consistency","new criterion","cross-tool/software validation","injunctive","""Finally, researchers should validate their results with reproducible processing (i.e., using different processing software to achieve the same task). This procedure ensures the robustness of one's results"" (p.13)",,,"unclear",,
93,"Amelia","Unintended code errors and computational reproducibility","Availability","data deposit",,"injunctive","""Reproducibility package includes all files necessary to reproduce the results"" (Appendix A, FILES, p.8)",,,"no",,
93,"Amelia","Unintended code errors and computational reproducibility","Availability","code deposit",,"injunctive","""Reproducibility package includes all files necessary to reproduce the results"" (Appendix A, FILES, p.8)",,,"no",,
93,"Amelia","Unintended code errors and computational reproducibility","Availability","data documentation",,"injunctive","""Descriptive information about computing environment is present"" / ""...installation of dependencies is present"" (Appendix A, DOCUMENTATION, p.8)",,,"no",,
93,"Amelia","Unintended code errors and computational reproducibility","Availability","data provenance",,"injunctive","""Data citation information is present"" / ""Data source is provided"" (Appendix A, DOCUMENTATION & DATA, p.8)",,,"no",,
93,"Amelia","Unintended code errors and computational reproducibility","Availability","license",,"injunctive","""Information about license and rights to the files is present"" (Appendix A, DOCUMENTATION, p.8)",,,"no",,
93,"Amelia","Unintended code errors and computational reproducibility","Executability","path resolution",,"injunctive","""Code contains relative file paths"" (Appendix A, CODE, p.8)",,,"no",,
93,"Amelia","Unintended code errors and computational reproducibility","Executability","coding error handling",,"tacit","""This is an iterative process in order to resolve any computational reproducibility issues"" (§1.1); ""errors... were resolved prior to publishing... often by updating files or publishing 'curator notes'"" (Executive Summary, p.1)",,,"no",,
93,"Amelia","Unintended code errors and computational reproducibility","Consistency","numerical output match",,"injunctive","""Code produces reported results: Article Figures / Article Tables / Appendix Figures / Appendix Tables / In-text findings"" (Appendix A, CODE, p.8)",,,"no",,
93,"Amelia","Unintended code errors and computational reproducibility","Consistency","table and figure match",,"injunctive","""Code produces reported results: Article Figures / Article Tables / Appendix Figures / Appendix Tables / In-text findings"" (Appendix A, CODE, p.8)",,,"no",,
94,"Amelia","Navigating the landscape of reproducible research: a predictive modeling approach","Availability","code deposit",,"descriptive","""Typically, a paper’s reproducibility is inferred based on the availability of artifacts such as code, data, or supplemental information, often without extensive empirical investigation."" (Abstract)",,,"unclear",,
94,"Amelia","Navigating the landscape of reproducible research: a predictive modeling approach","Availability","data deposit",,"descriptive","""Typically, a paper’s reproducibility is inferred based on the availability of artifacts such as code, data, or supplemental information, often without extensive empirical investigation."" (Abstract)",,,"unclear",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Availability","data deposit",,"injunctive","""For each sharable data set, mention whether it is directly included in the replication kit or available elsewhere... For each nonsharable data set... provide the following relevant information on how to obtain it"" (p. 3589, Guideline R1)","numerical output match; table and figure match",,"unclear",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Availability","code deposit",,"injunctive","""if the code is unavailable, fR(d,∅)=∅≠β"" and ""insufficient data/code sharing turns out to be a primary source of failure"" (p. 3561)","numerical output match; table and figure match",,"unclear",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Availability","data documentation",,"injunctive","Guideline R3: ""Provide information on any required software (and its version), packages/libraries (and their versions)... hardware specifications... runtime"" (p. 3589); Guideline D3: ""Provide a variable dictionary (codebook)... Describe all variables"" (p. 3589)",,,"unclear",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Availability","data provenance",,"injunctive","Guideline R1(ii): ""provide... data provider, database identifier (name, DOI, vintage), application and registration procedures... instructions on which range and variables to pick"" (p. 3589)",,,"unclear",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Executability","dependency resolution",,"injunctive","Guideline R3: ""any required packages/libraries (and their versions)"" (p. 3589)",,,"unclear",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Executability","path resolution",,"tacit","Guideline R6 mentions ""whether one needs to change the path"" only as something to document, not as a ""no hardcoded paths"" rule (p. 3589)",,,"unclear",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Executability","computing environment",,"injunctive","Guideline R3: OS/version, hardware specs (RAM, processor, cores, clusters) (p. 3589)",,,"unclear",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Executability","coding error handling",,"descriptive","""the verifier tried to fix bugs and errors by adapting the code and/or the computing environment... stayed within a one-week time budget for each team"" (p. 3567–3568)",,,"no",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Consistency","numerical output match",,"injunctive","Table 2: difference ""small (≤10% of the original result)"" vs. ""large (>10% of the original result)"" defines the pass/fail threshold (p. 3568)",,"code deposit; data deposit","no",,
95,"Amelia","Computational reproducibility in finance: evidence from 1,000 tests","Consistency","table and figure match",,"descriptive","AEA/RES subsample described as ""818 items (tables and figures)"" subject to reproduction attempts (p. 3574–3575)",,"code deposit; data deposit","no",,
97,"Amelia","Why and how we share reproducible research at yale university’s institution for social and policy studies","Availability","code deposit",,"descriptive","""ISPS invites affiliated researchers to deposit data, computer code, and associated materials"" (p.3)",,,"unclear",,
97,"Amelia","Why and how we share reproducible research at yale university’s institution for social and policy studies","Availability","data deposit",,"descriptive","""ISPS invites affiliated researchers to deposit data, computer code, and associated materials"" (p.3)",,,"unclear",,
97,"Amelia","Why and how we share reproducible research at yale university’s institution for social and policy studies","Availability","data documentation",,"descriptive","""better documentation of data (provision of a README file or a codebook)"" (p.4–5) and 	""ISPS publishes a curator README document as part of the replication package"" (p.4)",,,"unclear",,
97,"Amelia","Why and how we share reproducible research at yale university’s institution for social and policy studies","Consistency","numerical output match",,"descriptive","""compare the code output with the numerical results reported in the manuscript"" (p.4)",,,"unclear",,
98,"Amelia","Mass reproducibility and replicability: a new hope","Availability","code deposit",,"injunctive","""a rating of 1 signifies the incapacity to reproduce results due to the absence of data or code"" (p. 22)","numerical output match",,"unclear",,"This paper explicitly rules out dependency and path resolution: ""we do not document trivial coding errors such as versioning issues and missing packages/paths. Those coding errors are typically easily fixed by the replicators."" (p. 24)"
98,"Amelia","Mass reproducibility and replicability: a new hope","Availability","data deposit",,"injunctive","""a rating of 1 signifies the incapacity to reproduce results due to the absence of data or code"" (p. 22); ""we thus see a lack of raw data provided in a replication package as a significant barrier to reproducibility and replicability"" (p. 32)","numerical output match",,"unclear",,
98,"Amelia","Mass reproducibility and replicability: a new hope","Executability","coding error handling",,"injunctive","""We instead focus on coding errors which could have had an impact on claims and conclusions of articles."" (p. 24)","numerical output match","code deposit","unclear",,
98,"Amelia","Mass reproducibility and replicability: a new hope","Consistency","codes consistent with claims",,"tacit","""there might be important discrepancies between what the article states and what the programs compute... a study may report clustering the standard errors at the state level, but clustering at a different level in the programs."" (p. 24)","numerical output match","code deposit","unclear",,
98,"Amelia","Mass reproducibility and replicability: a new hope","Consistency","numerical output match",,"injunctive","SSRP L5: ""analytic data sets and analysis code are available, and they produce the same results as presented in the paper""; L10: ""all necessary materials are available and produce consistent results with those presented in the paper"" (pp. 58–59)",,"code deposit; data deposit; coding error handing","unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Availability","data deposit",,"injunctive","""The public package includes ... all data that can be redistributed ... and a README"" (p.4)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Availability","code deposit",,"injunctive","""The public package includes ... all analytical scripts"" (p.4)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Availability","data documentation",,"injunctive","""reproducibility packages using only Excel [are accepted] if ... there is sufficient step-by-step documentation in the README for the reviewer to reproduce the exact results"" (p.4)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Availability","license",,"injunctive","""a license file"" (p.4); ""Reproducibility packages are published under the MIT license or the 3-Clause BSD3 license, which were approved internally"" (p.8",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Executability","computing environment",,"injunctive","""For virtual verifications, authors are provided instructions to set up a 'clean slate environment,' and the reviewer and author join a virtual meeting, where the author screenshares and the reviewer observes that the package runs"" (p.4)",,,"no",,
99,"Amelia","Introducing reproducible research standards at the world bank","Executability","path resolution",,"descriptive","""Six percent required expected minor and quickly resolvable changes such as adjustments to file paths"" (p.5)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Executability","coding error handling",,"descriptive","""the review process is iterative, with as many resubmissions as required to get to a fully functional package"" (p.5); reviewer ""suggests solutions to authors for all issues other than version control problems"" (p.5)",,,"no",,
99,"Amelia","Introducing reproducible research standards at the world bank","Consistency","numerical output match",,"injunctive","reviewer verifies ""the empirical findings presented in the paper can be exactly reproduced"" (p.4); ""b) stable, producing the exact same outputs every time it is run"" (p.4)",,,"unclear",,
99,"Amelia","Introducing reproducible research standards at the world bank","Consistency","table and figure match",,"injunctive","""c) consistent with the paper, meaning that the tables and figures reproduced match exactly those included in the paper"" (p.4)",,,"unclear",,
100,"Amelia","Computational and robustness reproducibility of ""UN peacekeeping and democratization in conflict-affected countries""","Availability","data deposit",,"tacit","""only the analysis data were included"" re: replication package (p.4); Table 1: raw data = No, analysis data = Fully (p.13)",,,"unclear",,
100,"Amelia","Computational and robustness reproducibility of ""UN peacekeeping and democratization in conflict-affected countries""","Availability","code deposit",,"tacit","Table 1: cleaning code = Partial, analysis code = Fully (p.13)",,,"unclear",,
100,"Amelia","Computational and robustness reproducibility of ""UN peacekeeping and democratization in conflict-affected countries""","Availability","data provenance",,"tacit","""We used the replication package provided on APSR's Dataverse"" (p.4)",,,"unclear",,
100,"Amelia","Computational and robustness reproducibility of ""UN peacekeeping and democratization in conflict-affected countries""","Executability","coding error handling",,"tacit","""we could not detect any coding errors in the data manipulation part"" (p.3); ""could not detect any coding errors or other issues"" (p.4)",,,"unclear",,
100,"Amelia","Computational and robustness reproducibility of ""UN peacekeeping and democratization in conflict-affected countries""","Consistency","numerical output match",,"tacit","""The materials produced the exact same results as reported in the paper... The reproduction in Stata was seamless"" (p.4); ""We obtain the exact same results with regards to coefficients, standard errors, and statistical significance levels as reported in (Blair et al. 2023) except for Models 1 and 2... which show one fewer observation... and the coefficient... is slightly bigger"" (p.4–5)",,,"unclear",,
100,"Amelia","Computational and robustness reproducibility of ""UN peacekeeping and democratization in conflict-affected countries""","Consistency","table and figure match",,"tacit","""In terms of reproducibility, we successfully reproduced all regression tables in the paper (Tables 2 through 9) using their codes in Stata and could not detect any coding errors in the data manipulation part."" (p. 3)",,,"unclear",,
101,"Amelia","Replicability of simulation studies for the investigation of statistical methods: the RepliSims project","Availability","data deposit",,"injunctive","""providing open data and code poses no ethical barriers and thus should be required for all published simulation studies"" (p.3); reinforced: ""Journals that publish simulation studies should require code and data to be publicly available"" (p.14)",,,"unclear",,
101,"Amelia","Replicability of simulation studies for the investigation of statistical methods: the RepliSims project","Availability","code deposit",,"injunctive","""providing open data and code poses no ethical barriers and thus should be required for all published simulation studies"" (p.3); reinforced: ""Journals that publish simulation studies should require code and data to be publicly available"" (p.14)",,,"unclear",,
101,"Amelia","Replicability of simulation studies for the investigation of statistical methods: the RepliSims project","Availability","data documentation",,"injunctive","""Sharing of simulation code ideally gives readers access to details regarding simulation parameter settings, coding environments and dependencies (including their versions), random-number generator seeds, and implementation of algorithms for data generation"" (p.14); also ""reporting software-specific features such as definitions of improper solutions and version numbers facilitates assessment of reproduction"" (p.14)",,,"unclear",,
102,"Amelia","In-Class Data Analysis Replications: Teaching Students While Testing Science","Availability","data documentation",,"tacit","""missing details about the parameters used in the modeling (e.g., size of the random forest model), little information on the data preprocessing steps... explicit mistakes of the authors in reporting the method details"" (p. 12–13)",,,"unclear",,
102,"Amelia","In-Class Data Analysis Replications: Teaching Students While Testing Science","Availability","data provenance",,"tacit","""data release that does not entirely match the description in the paper or... an incomplete release of the data necessary to reproduce all the results... especially if depending on an outdated automated programming interface (API)"" (p. 13)",,,"unclear",,
102,"Amelia","In-Class Data Analysis Replications: Teaching Students While Testing Science","Executability","computing environment",,"tacit","""Some students suspected that the discrepancy between the tool used for the replication and the originally used tool may play a role... potential differences in the model and optimizer implementations available in Python, R, and Stata"" (p. 14, ""Tool Differences"" theme)",,,"unclear",,
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","Availability","data deposit",,"injunctive","""One crucial step behind every reproduction is the reacquisition of the data from the original study... If a study's original data are not available to reproducers, initial sample data... must be re‑collected, which frequently involves substantial initial expenditures... as exact recollection of primary data is not guaranteed."" (p. 3)","numerical output match",,"unclear",,
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","Availability","code deposit",,"tacit","""Considering that our study utilizes components from prior research—including code, data, and documentation—to reproduce initial findings, we classified our investigation as a computational reproduction (Ziemann et al., 2023)"" (p. 4); ""Schatto‑Eckrodt et al. provided the computational environment and analysis code in an OSF project."" (p. 5)",,,"unclear",,
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","Availability","data documentation",,"tacit","""The shared materials comprised individual files for each analysis, a README file with usage instructions, an R session info file, and all shareable data compliant with X's terms of service."" (p. 5)",,,"unclear",,
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","Executability","computing environment",,"tacit","""The reproduction process was conducted in both the original computational environment... and a contemporary updated environment... By reproducing the study in the original computational environment, we ensured that the results were consistent with the conditions under which the original findings were generated."" (p. 5)",,,"unclear",,
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","Executability","dependency resolution",,"tacit","""Only minor code adjustments due to depreciated package dependencies for the exporting of results had to be made in the updated environment."" (p. 5)",,,"unclear",,
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","Executability","coding error handling",,"injunctive","""We allowed for minor code modifications to accommodate changes in software and dependencies over time, ensuring that the research remains adaptable and relevant."" (p. 4); applied at p. 5 re: the unrecalculated t-statistic (""this non‑execution did not alter the test outcome's results substantially... thereby not affecting the core conclusions""). Also: ""it is recommended that a seed be determined for illustration methods, incorporating a randomness component to ensure consistent and reproducible visualizations."" (p. 5)",,,"unclear",,
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","Consistency","numerical output match",,"injunctive","""We viewed a reproduction as 'successful' when we could reproduce the original result quantitatively... We chose the exact quantitative agreement of results, as it is the strictest criterion for assessing reproduction success."" (p. 4)",,"data deposit","unclear",,
103,"Amelia","The Challenges of Replicating Volatile Platform-Data Studies: Replicating Schatto-Eckrodt et al. (2020)","Consistency","table and figure match",,"tacit","""it is recommended that a seed be determined for illustration methods, incorporating a randomness component to ensure consistent and reproducible visualizations"" (p. 5) and ""26 empirical claims in the original paper overall, including text passages, figures, and tables... All tables from the original study were reproduced."" (p. 5)""",,,"unclear",,
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Availability","data deposit",,"injunctive","""Data availability policies require authors to make available all data … necessary to reproduce their study"" (p.963)","numerical output match; table and figure match",,"unclear",,
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Availability","code deposit",,"injunctive","""data set(s) and programs used to run the final models"" (p.964)",,,"unclear",,
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Availability","data documentation",,"injunctive","""if the data used in the analysis are clearly and precisely documented and are readily available"" (p.964, quoting AEA 2008)",,,"unclear",,
104,"Amelia","Reproduce to validate: a comprehensive study on the reproducibility of economics research","Availability","data provenance",,"tacit","""clear references to the original data provenance and a description of how to construct the initial data sets"" (p.968)",,,"unclear",,
