openalex_id,title,retrieved_by,n_queries
https://openalex.org/W4389913058,Functionalities of electrochemical fluoroquinolone sensors and biosensors,Q4,1
https://openalex.org/W4389949559,"Robustness of Quantitative Diffusion Metrics from Four Models: A Prospective Study on the Influence of Scan‐Rescans, Voxel Size, Coils, and Observers",Q1,1
https://openalex.org/W4389984194,"Repeatability, Reproducibility, Replicability, Reusability (4R) in Journals' Policies and Software/Data Management in Scientific Publications: A Survey, Discussion, and Perspectives","Q1, Q2, Q3, Q5, Q7, Q8, Q12, Q13, Q15",9
https://openalex.org/W4389989719,Inelastic Seismic Response of R/C Structural Systems in terms of Hysteresis Modelling in Overall Sense: State of the Art,Q1,1
https://openalex.org/W4390006437,Primer on Reproducible Research in R: Enhancing Transparency and Scientific Rigor,"Q1, Q8",2
https://openalex.org/W4390009570,Teaching Constructive Replications in the Behavioral and Social Sciences Using Quantitative Data,"Q1, Q7, Q8, Q9, Q10, Q15",6
https://openalex.org/W4390038036,Exploring the Molecularity of the Odor and Taste Perceptions of “Brown”: A Computational Approach,Q2,1
https://openalex.org/W4390048730,Epistemic Metadata for Computational Engineering Information Systems,Q1,1
https://openalex.org/W4390049712,A classification system for identifying patients dead on ambulance arrival: a prehospital medical record review,Q2,1
https://openalex.org/W4390056095,Implementation of FAIR Practices in Computational Metabolomics Workflows - A Case Study,Q1,1
https://openalex.org/W4390092586,Sum rules &amp; Tauberian theorems at finite temperature,Q1,1
https://openalex.org/W4390100492,Reproducible Extraction of Building Footprints from Airborne LiDAR Data: A Demo Paper,Q1,1
https://openalex.org/W4390104160,Reproducibility in <i>Management Science</i>,"Q1, Q7, Q14",3
https://openalex.org/W4390140521,SECURITY ISSUES OF CONTAINERIZATION OF MICROSERVICES,Q1,1
https://openalex.org/W4390146153,Highly stable glucose oxidase polynanogel@MXene/chitosan electrochemical biosensor based on a multi-stable interface structure for glucose detection,Q6,1
https://openalex.org/W4390205210,A Tiered Approach to Scientific Software Quality Practices.,Q4,1
https://openalex.org/W4390206418,"What’s new in genitourinary pathology 2023: WHO 5th edition updates for urinary tract, prostate, testis, and penis",Q2,1
https://openalex.org/W4390215374,"Balancing Privacy, Robustness, and Efficiency in Machine Learning",Q3,1
https://openalex.org/W4390228181,The dire disregard of measurement invariance testing in psychological science.,Q1,1
https://openalex.org/W4390239780,Informatics for One Health,Q1,1
https://openalex.org/W4390242313,"Predicting functional adequacy from complexity, accuracy, and fluency of second-language picture-prompted speaking",Q1,1
https://openalex.org/W4390344627,Promoting Open Science Principles and Primenjena psihologija (Applied Psychology),"Q1, Q7",2
https://openalex.org/W4390450794,"Uncertainty propagation in matrix population models: Gaps, importance and guidelines",Q1,1
https://openalex.org/W4390507979,Multisensory processing and proprioceptive plasticity during resizing illusions,Q1,1
https://openalex.org/W4390511691,Computational methods for biofabrication in tissue engineering and regenerative medicine - a literature review,Q1,1
https://openalex.org/W4390519715,The Challenges of Reproducibility for Research Based on Geodata Web Services,"Q1, Q4",2
https://openalex.org/W4390521435,Quality of spirometry tests in the field of occupational health,Q2,1
https://openalex.org/W4390533871,Digital humanities in the era of digital reproducibility: towards a fairest and post-computational framework,"Q1, Q4, Q7",3
https://openalex.org/W4390561577,The Crucial Role of Interdisciplinary Conferences in Advancing Explainable AI in Healthcare,Q1,1
https://openalex.org/W4390578396,Computationally assisted vibrational spectroscopy of nucleic acid bases. 2. Thymine,Q1,1
https://openalex.org/W4390581869,"Cytologic Monitoring, Management of Cervical Cancer, and Control of Human Papillomavirus",Q2,1
https://openalex.org/W4390583429,FISHGLOB_data: an integrated dataset of fish biodiversity sampled with scientific bottom-trawl surveys,Q1,1
https://openalex.org/W4390585201,Heterogeneity in effect size estimates: Empirical evidence and practical implications,"Q1, Q7, Q8, Q15",4
https://openalex.org/W4390601544,Direct Numerical Simulation of Vortex Breakdown in Evaporating Dilute Sprays,Q1,1
https://openalex.org/W4390604387,Dietary Patterns and Health: Insights From NESR Systematic Reviews to Inform the Dietary Guidelines for Americans,Q1,1
https://openalex.org/W4390607192,SciDataFlow: a tool for improving the flow of data through science,Q1,1
https://openalex.org/W4390608077,Emerging roles and responsibilities of libraries in support of reproducible research,"Q1, Q4, Q8",3
https://openalex.org/W4390640455,Are Users of Digital Archives Ready for the AI Era? Obstacles to the Application of Computational Research Methods and New Opportunities,"Q1, Q8, Q10",3
https://openalex.org/W4390656822,STING Licensing of Type I Dendritic Cells Potentiates Antitumor Immunity,Q3,1
https://openalex.org/W4390660514,Reproducibility Report for the Article: <i>Parallel Simulation of Quantum Networks with Distributed Quantum State Management</i>,Q5,1
https://openalex.org/W4390661909,Spin-Resolved Magneto-Tunneling and Giant Anisotropic <i>g</i>-Factor in Broken Gap InAs-GaSb Core–Shell Nanowires,Q1,1
https://openalex.org/W4390692490,A reproducible and generalizable software workflow for analysis of large-scale neuroimaging data collections using BIDS Apps,Q1,1
https://openalex.org/W4390698365,Historical perspective and future directions: computational science in immuno-oncology,Q1,1
https://openalex.org/W4390702466,"Real-World Cost-Consequence Analysis of an Integrated Chronic Disease Management Program in Saskatchewan, Canada",Q2,1
https://openalex.org/W4390718674,Data Reuse in Agricultural Genomics Research: Present Challenges and Future Solutions,"Q1, Q7",2
https://openalex.org/W4390721837,A how-to guide for code-sharing in biology,"Q1, Q7",2
https://openalex.org/W4390722989,Is Limited Information Enough? An Approximate Multi-agent Coverage Control in Non-Convex Discrete Environments,Q3,1
https://openalex.org/W4390739569,Computational reproducibility of Jupyter notebooks from biomedical publications,Q1,1
https://openalex.org/W4390752652,Cutting the Frame: An In-Depth Look at the Hitchcock Computer Vision Dataset,"Q1, Q8",2
https://openalex.org/W4390753241,Preclinical exploration of the DNA damage response pathway using the interactive neuroblastoma cell line explorer CLEAN,Q1,1
https://openalex.org/W4390776595,Extension of the MolMod Database to Transferable Force Fields,Q1,1
https://openalex.org/W4390810473,Analysis of Compositional Data with Positive Correlations among Components using a Nested Dirichlet Distribution with Application to a Morris Water Maze Experiment,"Q1, Q7, Q8",3
https://openalex.org/W4390834039,Self-Organizing Artificial Intelligence Captures Landscape Changes Correlated with Human Impact Data,"Q1, Q5",2
https://openalex.org/W4390851933,Publication et Données Reproductibles de la Recherche : Que Faire ?: Soutenir et Encourager de Nouvelles Pratiques,"Q1, Q7, Q15",3
https://openalex.org/W4390853367,A Static Checker for Reference Tracking Systems via Laplace Transform and Transfer Functions,Q4,1
https://openalex.org/W4390866092,METhodological RadiomICs Score (METRICS): A quality scoring tool for radiomics research,Q3,1
https://openalex.org/W4390867304,Forking paths in financial economics,"Q1, Q7, Q8, Q9, Q10, Q14, Q15",7
https://openalex.org/W4390897885,Device-independent certification of desirable properties with a confidence interval,Q1,1
https://openalex.org/W4390917087,Four principles for improved statistical ecology,"Q1, Q7, Q8",3
https://openalex.org/W4390928581,METhodological RadiomICs Score (METRICS): a quality scoring tool for radiomics research endorsed by EuSoMII,Q3,1
https://openalex.org/W4390929439,Replicability of simulation studies for the investigation of statistical methods: the RepliSims project,"Q1, Q8",2
https://openalex.org/W4390942914,The Role of Nicotinic Receptors on Ca2+ Signaling in Bovine Chromaffin Cells,Q1,1
https://openalex.org/W4390948539,Reproducibility in materials informatics: lessons from ‘A general-purpose machine learning framework for predicting properties of inorganic materials’,Q1,1
https://openalex.org/W4390951272,Immunohistochemistry in Tumor Diagnostics,Q2,1
https://openalex.org/W4390970065,Kuura—An automated workflow for analyzing WES and WGS data,Q1,1
https://openalex.org/W4390980186,Framing effects in expert assessments of optimal GDP development,"Q1, Q7, Q8, Q15",4
https://openalex.org/W4391026758,Open science: Considerations and issues for <scp>TESOL</scp> research,"Q1, Q7, Q8, Q11",4
https://openalex.org/W4391033182,Erroneous Generalization - Exploring Random Error Variance in Reliability Generalizations of Psychological Measurements,Q1,1
https://openalex.org/W4391033280,Open continuum robotics–one actuation module to create them all,Q6,1
https://openalex.org/W4391051929,Community‐scale models of microbiomes: Articulating metabolic modelling and metagenome sequencing,Q1,1
https://openalex.org/W4391052831,Foundations of Scholarly Writing,Q6,1
https://openalex.org/W4391053384,Measuring and reducing the carbon footprint of fMRI preprocessing in fMRIPrep,Q1,1
https://openalex.org/W4391093525,A Graph Data Model-based Micro-Provenance Approach for Multi-level Provenance Exploration in End-to-End Climate Workflows,Q1,1
https://openalex.org/W4391107149,Riemannian Natural Gradient Methods,Q5,1
https://openalex.org/W4391111350,Data and Code Availability in Political Science Publications from 1995 to 2022,"Q1, Q8, Q9, Q10",4
https://openalex.org/W4391119338,Shaping Dance Canons,Q2,1
https://openalex.org/W4391127229,Reproducibility of COVID-era infectious disease models,Q1,1
https://openalex.org/W4391173633,Deep Importance Sampling Using Tensor Trains with Application to a Priori and a Posteriori Rare Events,Q5,1
https://openalex.org/W4391188432,VCD spectra of chiral naphthalene-1-carboxamides in the solid-state,Q1,1
https://openalex.org/W4391218979,A Comparative Kinetic and Computational Investigation of the Carbon‐Sulfur Cross Coupling of Potassium Thioacetate and 2‐Bromo Thiophene Using Palladium/Bisphosphine Complexes,Q1,1
https://openalex.org/W4391225489,Sketching with Spherical Designs for Noisy Data Fitting on Spheres,Q5,1
https://openalex.org/W4391229378,Toward Real-World Reproducibility: Verifying Value Sets for Clinical Research,Q6,1
https://openalex.org/W4391232154,Reproduction and replication at scale,"Q1, Q7, Q8, Q9, Q15",5
https://openalex.org/W4391244810,Wrinkling of fluid deformable surfaces,Q1,1
https://openalex.org/W4391260904,Partisan Language in a Polarized World: In-Group Language Provides Reputational Benefits to Speakers while Polarizing Audiences,"Q1, Q5, Q7, Q8, Q9",5
https://openalex.org/W4391272065,Generative AI-Driven Human Digital Twin in IoT-Healthcare: A Comprehensive Survey,Q1,1
https://openalex.org/W4391272160,Navigating Dataset Documentations in AI: A Large-Scale Analysis of Dataset Cards on Hugging Face,"Q1, Q8",2
https://openalex.org/W4391277425,Beyond drug discovery: Exploring the physiological and methodological dimensions of zebrafish in diabetes research,Q6,1
https://openalex.org/W4391287407,Mathematical modelling and problem solving connected through technology: A case study with an in-service teacher,Q6,1
https://openalex.org/W4391338974,Outcomes of complete hydatidiform mole coexistent with live fetus following assisted reproductive technologies: A retrospective study,Q2,1
https://openalex.org/W4391362083,Diffusion <scp>MRI</scp> head motion correction methods are highly accurate but impacted by denoising and sampling scheme,Q1,1
https://openalex.org/W4391375647,Systematics of Crystalline Oxide and Framework Compression,Q1,1
https://openalex.org/W4391375785,Advances in Neuro-Oncological Imaging: An Update on Diagnostic Approach to Brain Tumors,Q1,1
https://openalex.org/W4391376509,The Indoor-Training Effect: unexpected gains from distribution shifts in the transition function,Q3,1
https://openalex.org/W4391378485,Why and How We Share Reproducible Research at Yale University’s Institution for Social and Policy Studies,"Q1, Q6, Q7, Q8, Q9, Q10",6
https://openalex.org/W4391383258,Toward Trustworthiness of Deep Learning Models for 12-Lead ECGs,Q1,1
https://openalex.org/W4391401172,Exploring Chemical Space Using<i>Ab Initio</i>Hyperreactor Dynamics,Q1,1
https://openalex.org/W4391443982,Gender Differences in Metacognition: Global and Local Contrasts in Bias and Efficiency,"Q1, Q5",2
https://openalex.org/W4391450907,Publicly available datasets of breast histopathology H&amp;E whole-slide images: A scoping review,Q1,1
https://openalex.org/W4391464266,Towards liquid EPR dosimetry using nitroxides in aqueous solution,Q4,1
https://openalex.org/W4391506217,MobilityDL: A Review of Deep Learning From Trajectory Data,Q6,1
https://openalex.org/W4391506239,Combining the Strengths of Dutch Survey and Register Data in a Data Challenge to Predict Fertility (PreFer),"Q1, Q7, Q8, Q10, Q15",5
https://openalex.org/W4391520978,OpenSAFELY: a platform for analysing electronic health records designed for reproducible research,"Q1, Q8",2
https://openalex.org/W4391534878,"Prevalence and Associated Factors of Chronic Obstructive Pulmonary Disease Among Adults in Neno District, Malawi: A Cross-Sectional Analytical Study",Q2,1
https://openalex.org/W4391548038,Reproducibility of Published Meta-Analyses on Clinical-Psychological Interventions,"Q1, Q8",2
https://openalex.org/W4391563413,MSE FINDR: A Shiny R Application to Estimate Mean Square Error Using Treatment Means and Post Hoc Test Results,Q1,1
https://openalex.org/W4391592346,Cognitive deficits and enhancements in youth from adverse conditions: An integrative assessment using Drift Diffusion Modeling in the ABCD study,Q1,1
https://openalex.org/W4391612454,Three-Dimensional Multi-Modality Registration for Orthopaedics and Cardiovascular Settings: State-of-the-Art and Clinical Applications,Q6,1
https://openalex.org/W4391616465,The Gammaproteobacteria Epidemiologic Annotation Pipeline,Q1,1
https://openalex.org/W4391631624,Stanceosaurus 2.0: Classifying Stance Towards Russian and Spanish Misinformation,Q2,1
https://openalex.org/W4391647286,Making a Difference: The Consequences of Electoral Experiments,"Q1, Q7, Q8, Q9",4
https://openalex.org/W4391648772,Caramel: A web-based QSAR tool for melanoma drug discovery,Q5,1
https://openalex.org/W4391673126,Ten simple rules for training scientists to make better software,"Q1, Q7, Q15",3
https://openalex.org/W4391680301,Data-Driven and Low-Rank Implementations of Balanced Singular Perturbation Approximation,Q5,1
https://openalex.org/W4391694683,Ten Simple Rules to build a Model Life Cycle,Q1,1
https://openalex.org/W4391709872,Investigating Reproducibility in Deep Learning-Based Software Fault Prediction,"Q2, Q3",2
https://openalex.org/W4391716658,"Fluorinated Pharmaceutical and Pesticide Photolysis: Investigating Reactivity and Identifying Fluorinated Products by Combining Computational Chemistry,<sup>19</sup>F NMR, and Mass Spectrometry",Q1,1
https://openalex.org/W4391721641,Team formation through an assessor: choosing MARL agents in pursuit–evasion games,Q3,1
https://openalex.org/W4391721712,Principle and antimicrobial efficacy of laser‐activated irrigation: A narrative review,Q6,1
https://openalex.org/W4391725277,Group-based Robustness: A General Framework for Customized Robustness in the Real World,Q5,1
https://openalex.org/W4391733114,Reproducible research practices: A tool for effective and efficient leadership in collaborative statistics,Q3,1
https://openalex.org/W4391740237,"Reproducibility, Replicability and Repeatability: A survey of reproducible research with a focus on high performance computing","Q1, Q7, Q15",3
https://openalex.org/W4391752817,Implementation of FAIR Practices in Computational Metabolomics Workflows—A Case Study,Q1,1
https://openalex.org/W4391754649,Power to Detect What? Considerations for Planning and Evaluating Sample Size,Q1,1
https://openalex.org/W4391801374,Understanding the Aqueous-Phase Adsorption and Hydrogenation of Model Bio-Oil Molecules on Metals and Alloys,Q1,1
https://openalex.org/W4391818271,A Survey of Researcher Perceptions of Replication in Geography,"Q1, Q8",2
https://openalex.org/W4391835387,"Reproducibility, Replicability, and Transparency in Research: What 430 Professors Think in Universities across the USA and India","Q1, Q7, Q8, Q9, Q10",5
https://openalex.org/W4391841620,The Future of Replication in Applied Linguistics: Toward a Standard for Replication Studies,"Q1, Q8",2
https://openalex.org/W4391877139,Ensuring Trust in Genomics Research,Q4,1
https://openalex.org/W4391880029,The role of theory in mitigating the ‘reproducibility crisis’,"Q1, Q10",2
https://openalex.org/W4391880064,A guide for social science journal editors on easing into open science,"Q1, Q7, Q8, Q9, Q10",5
https://openalex.org/W4391893351,Distance modulates urgency to act and action awareness,"Q1, Q5",2
https://openalex.org/W4391897653,Impact of ACO intelligent vehicle real-time software in finding shortest path,Q5,1
https://openalex.org/W4391900323,Self-Augmented In-Context Learning for Unsupervised Word Translation,Q3,1
https://openalex.org/W4391901275,Navigating the Maize: Cyclic and conditional computational graphs for molecular simulation,Q1,1
https://openalex.org/W4391918237,Open science perspectives on machine learning for the identification of careless responding: A new hope or phantom menace?,"Q1, Q7, Q8",3
https://openalex.org/W4391943942,The Future of Peer Review and Reproducible Science,Q1,1
https://openalex.org/W4391957776,Does Sperm SNRPN Methylation Change with Fertility Status and Age? A Systematic Review and Meta-Regression Analysis,Q3,1
https://openalex.org/W4391971084,Prompt engineering in consistency and reliability with the evidence-based guideline for LLMs,Q3,1
https://openalex.org/W4391987977,Thinking Outside the Black Box: Insights from a Digital Exhibition in the Humanities,"Q1, Q8",2
https://openalex.org/W4392000989,The Alternative Factors Leading to Replication Crisis: Prediction and Evaluation,Q6,1
https://openalex.org/W4392007271,"Computational Modeling of the Laser-Initiated, Gas-Embedded Z-Pinch",Q1,1
https://openalex.org/W4392012822,SzCORE: A Seizure Community Open-source Research Evaluation framework for the validation of EEG-based automated seizure detection algorithms,Q3,1
https://openalex.org/W4392028752,Sahelian transhumance simulator (STS),Q5,1
https://openalex.org/W4392055912,Toward Open Science in Marketing Research,"Q1, Q7, Q8, Q9, Q10, Q14, Q15",7
https://openalex.org/W4392056919,Extremely Partisan Samples Distort Perceptions of Group Beliefs,"Q1, Q5, Q8",3
https://openalex.org/W4392079048,Solving the tourist trip design problem with time windows and variable profit using incremental local search,Q5,1
https://openalex.org/W4392090150,MLXP: A Framework for Conducting Replicable Experiments in Python,Q3,1
https://openalex.org/W4392098717,A QOBL-SAO and its variant: An open source software for optimizing PV/wind/battery system and CEC2020 real world problems,Q5,1
https://openalex.org/W4392105711,The epistemic status of reproducibility in political fact-checking,"Q2, Q6, Q12, Q13",4
https://openalex.org/W4392109309,Naming before Taming? Emotion Differentiation and Emotion Regulation Variability Hinder Each Other within Adolescents.,"Q1, Q5",2
https://openalex.org/W4392132326,Intra-breath changes in respiratory mechanics are sensitive to history of respiratory illness in preschool children: the SEPAGES cohort,Q2,1
https://openalex.org/W4392132368,Attentional Control Data Collection: A Resource for Efficient Data Reuse,Q1,1
https://openalex.org/W4392163488,An isotope dilution-liquid chromatography-tandem mass spectrometry (ID-LC-MS/MS)-based candidate reference measurement procedure (RMP) for the quantification of phenobarbital in human serum and plasma,Q4,1
https://openalex.org/W4392169665,Measurement Studies Utilizing Similarity Evaluation between 3D Surface Topography Measurements,Q1,1
https://openalex.org/W4392185378,Investigating Relationships Between Trait Visual Imagery and Phenomenological Control: The Role of Context Effects,Q1,1
https://openalex.org/W4392229620,Associations of Depressive and Anxiety Disorders with Pulmonary Disorders in the Community: The PneumoLaus and PsyCoLaus Studies,Q2,1
https://openalex.org/W4392232956,Bashing irreproducibility with shournal,Q1,1
https://openalex.org/W4392235338,Management and risk of upgrade of atypical ductal hyperplasia in the breast: A population-based retrospective cohort study,Q2,1
https://openalex.org/W4392268416,Microscopie par localisation ultrasonore dans les modèles d'accidents vasculaires cérébraux,Q2,1
https://openalex.org/W4392285650,"Is authority fungible? Legitimacy, domain congruence, and the limits of power in Africa","Q1, Q7, Q9, Q10, Q15",5
https://openalex.org/W4392315178,Foundation Model Transparency Reports,Q3,1
https://openalex.org/W4392340415,Handling Open Research Data within the Max Planck Society -- Looking Closer at the Year 2020,"Q1, Q8",2
https://openalex.org/W4392346891,AdaBoost_wear: Adaboost model-based Python software for predicting the coefficient of friction of babbitt alloy,Q1,1
https://openalex.org/W4392352557,Nextflow vs. plain Bash: Different Approaches to the Parallelisation of SNP Calling from the Whole Genome Sequence Data,Q1,1
https://openalex.org/W4392364860,Designing a hybrid in silico/in-cell controller robust to process–model mismatch associated with dynamically regulated enzyme overexpression,Q1,1
https://openalex.org/W4392373858,Digital ethicswashing: a systematic review and a process-perception-outcome framework,Q3,1
https://openalex.org/W4392378420,Dynamical Behavior of Small-Scale Buoyant Diffusion Flames in Externally Swirling Flows,Q1,1
https://openalex.org/W4392381816,Glioblastoma Cells Use an Integrin- and CD44-Mediated Motor-Clutch Mode of Migration in Brain Tissue,Q1,1
https://openalex.org/W4392385832,Contribution of environmental determinants to the risk of developing type 2 diabetes mellitus in a life-course perspective: a systematic review protocol,Q2,1
https://openalex.org/W4392398941,Editorial for the Special Issue on Reproducibility,Q5,1
https://openalex.org/W4392432372,SnapperML: A python-based framework to improve machine learning operations,Q1,1
https://openalex.org/W4392449534,Simulating Charged Defects in Silicon Dangling Bond Logic Systems to Evaluate Logic Robustness,Q1,1
https://openalex.org/W4392450861,Testing the reproducibility and effectiveness of deep learning models among clinics: sperm detection as a pilot study,Q4,1
https://openalex.org/W4392463037,"Invasive Size in Lung Adenocarcinoma—Reproducible Criteria, More Accurate Staging",Q2,1
https://openalex.org/W4392490007,Bootstrapping Cognitive Agents with a Large Language Model,Q3,1
https://openalex.org/W4392518599,Physical activity and body mass related to catch-up lung function growth in childhood: a population-based accelerated cohort study,Q2,1
https://openalex.org/W4392519602,3D-integrated multilayered physical reservoir array for learning and forecasting time-series information,Q4,1
https://openalex.org/W4392524838,Research on Colony Counting Based on Computer Vision and Machine Learning,Q6,1
https://openalex.org/W4392539776,Notebooks et science ouverte : FAIR mieux,"Q1, Q8, Q10",3
https://openalex.org/W4392541453,Improving Hardware-in-the-loop Dynamic Security Testing For Linux-based Embedded Devices,Q1,1
https://openalex.org/W4392599412,Theoretical Spectroscopic Study of Isopropyl Alcohol (CH<sub>3</sub>-CHOH-CH<sub>3</sub>),Q1,1
https://openalex.org/W4392600377,From scraped to published,Q4,1
https://openalex.org/W4392602278,A REPRODUCIBLE APPROACH TO ESTIMATE INDOOR SPACE AREA ON A HANDHELD LIDAR DATASET USING DBSCAN,Q1,1
https://openalex.org/W4392620219,Principles of chromosome organization for meiotic recombination,Q2,1
https://openalex.org/W4392642596,Plume and wall temperature impact on the subsonic aft-body flow of a generic space launcher geometry,Q1,1
https://openalex.org/W4392657697,Analytical Galerkin Boundary Integrals of Laplace Kernel Layer Potentials in \(\boldsymbol{\mathbb{R}^3}\),Q5,1
https://openalex.org/W4392663730,Group and Personal Rejection Are Similarly Linked to Extreme Intergroup Attitudes,"Q1, Q5, Q8",3
https://openalex.org/W4392666063,"Replication of Changing Hearts and Minds? Why Media Messages Designed to Foster Empathy Often Fail (Gubler et al., 2022)","Q1, Q7, Q9",3
https://openalex.org/W4392682820,Inter-modality source coupling: a fully-automated whole-brain data-driven structure-function fingerprint shows replicable links to reading in a large-scale (N∼8K) analysis,Q1,1
https://openalex.org/W4392694257,"Step tests are feasible, safe, and can be used to evaluate exercise capacity at home after hospitalization for COVID-19","Q2, Q13",2
https://openalex.org/W4392702561,Facilitating Implicit Learning of Multiple Non-adjacent Dependencies Regardless of Language Experience: The Role of a Brief Pre-exposure,Q1,1
https://openalex.org/W4392710863,High-Order Mass- and Energy-Conserving Methods for the Nonlinear Schrödinger Equation,Q5,1
https://openalex.org/W4392736778,MP2D: An Automated Topic Shift Dialogue Generation Framework Leveraging Knowledge Graphs,Q3,1
https://openalex.org/W4392745882,Development and Validation of the SCAN-Score to Indicate General Anesthesia for Dental Care in Children,Q2,1
https://openalex.org/W4392747265,Point Pattern Analysis (PPA) as a tool for reproducible archaeological site distribution analyses and location processes in early iron age south-west Germany,Q1,1
https://openalex.org/W4392747375,Computationally reproducing results from meta-analyses in ecology and evolutionary biology using shared code and data,Q1,1
https://openalex.org/W4392751993,Using Linguistic Criteria to Define Multiword Units,Q2,1
https://openalex.org/W4392757770,"Multi-Scale Modeling of Physical Properties of Nanoporous Frameworks: Predicting Mechanical, Thermal and Adsorption Behavior",Q1,1
https://openalex.org/W4392761391,Sharing is caring? International Society of Pharmacoepidemiology review and recommendations for sharing of programming code,Q1,1
https://openalex.org/W4392780677,On the Convergence of Monolithic Multigrid for Implicit Runge–Kutta Time Stepping of Finite Element Problems,Q5,1
https://openalex.org/W4392808894,Aspects of non-relativistic quantum field theories,"Q1, Q15",2
https://openalex.org/W4392821590,New<i>eNeuro</i>Series: Improving Your Neuroscience,Q1,1
https://openalex.org/W4392822624,Reproducibility and Geometric Intrinsic Dimensionality: An Investigation on Graph Neural Network Research,"Q1, Q3",2
https://openalex.org/W4392844726,Splitting schemes for coupled differential equations: Block Schur-based approaches &amp; Partial Jacobi approximation,Q5,1
https://openalex.org/W4392845414,Diamond is a scientist’s best friend,"Q1, Q8, Q15",3
https://openalex.org/W4392868006,For long-term sustainable software in bioinformatics,Q1,1
https://openalex.org/W4392913474,Research assessment using a narrow definition of “research quality” is an act of gatekeeping: A comment on Gärtner et al. (2022),"Q1, Q8",2
https://openalex.org/W4392939976,A Template and Tutorial for Preregistering Studies Using Passive Smartphone Measures,Q1,1
https://openalex.org/W4392952442,Optimal Sparse Energy Sampling for X-ray Spectro-Microscopy: Reducing the X-ray Dose and Experiment Time Using Model Order Reduction,Q4,1
https://openalex.org/W4393000130,Verification Method for Determination of Melting Temperature and Enthalpy Changes (âˆ†H) Using Differential Scanning Calorimeter,Q4,1
https://openalex.org/W4393003822,Reinforcement Learning-Based Multi-Objective Optimization for Generation Scheduling in Power Systems,Q1,1
https://openalex.org/W4393026269,PaStEL: Generator of Pathways with Structural Change on Pseudo Free-Energy Landscape from CryoEM Images,Q1,1
https://openalex.org/W4393028902,Chronic rhinosinusitis possibly associated with decreased lung function in chronic cough patients,Q2,1
https://openalex.org/W4393042788,The eDNA-Container App: A Simple-to-Use Cross-Platform Package for the Reproducible Analysis of eDNA Sequencing Data,Q1,1
https://openalex.org/W4393055231,"Machine learning-based prediction of fish acute mortality: Implementation, interpretation, and regulatory relevance",Q3,1
https://openalex.org/W4393063870,"The Model Openness Framework: Promoting Completeness and Openness for Reproducibility, Transparency, and Usability in Artificial Intelligence",Q3,1
https://openalex.org/W4393064701,Description of Diamondoids,Q1,1
https://openalex.org/W4393084397,Review of modeling schemes and machine learning algorithms for fluid rheological behavior analysis,Q3,1
https://openalex.org/W4393090663,"An isotope dilution-liquid chromatography-tandem mass spectrometry (ID-LC-MS/MS)-based candidate reference measurement procedure for the quantification of carbamazepine-10,11-epoxide in human serum and plasma",Q4,1
https://openalex.org/W4393120506,Antibiotics modulate variable immunological responses in sepsis: A narrative review,Q2,1
https://openalex.org/W4393146038,Modelling neurodegeneration and inflammation in early diabetic retinopathy using 3D human retinal organoids,Q6,1
https://openalex.org/W4393148796,Operationalizing open and restricted-access data—Formulating verifiable criteria for the openness of data sets mentioned in biomedical research articles,Q1,1
https://openalex.org/W4393149937,Contribution of the Medial Iliofemoral Ligament to Hip Stability After Total Hip Arthroplasty Through the Direct Anterior Approach,Q1,1
https://openalex.org/W4393160943,Mastering Context-to-Label Representation Transformation for Event Causality Identification with Diffusion Models,Q3,1
https://openalex.org/W4393163454,Analyzing Dataset Annotation Quality Management in the Wild,Q3,1
https://openalex.org/W4393166836,Validity constraints for data analysis workflows,Q1,1
https://openalex.org/W4393192501,Optimising Human-Machine Collaboration for Efficient High-Precision Information Extraction from Text Documents,"Q1, Q9",2
https://openalex.org/W4393212025,ProvDeploy: Provenance-oriented Containerization of High Performance Computing Scientific Workflows,"Q1, Q15",2
https://openalex.org/W4393212044,Predicting Parkinson's disease trajectory using clinical and functional MRI features: a reproduction and replication study,Q1,1
https://openalex.org/W4393229271,"Generative AI for Trustworthy, Open, and Equitable Scholarship","Q1, Q7, Q8, Q15",4
https://openalex.org/W4393229390,"Data Authenticity, Consent, and Provenance for AI Are All Broken: What Will It Take to Fix Them?",Q3,1
https://openalex.org/W4393231241,Intelligence as Agency: Evaluating the Capacity of Generative AI to Empower or Constrain Human Action,"Q1, Q10",2
https://openalex.org/W4393231714,Controllable Fabrication of Polypyrrole Nanopillar/Hair Arrays by Oxygen Plasma Treatment and Their Applications as Antibacterial Flexible pH Sensors,Q6,1
https://openalex.org/W4393234031,Stochastic modeling of x-ray superfluorescence,Q6,1
https://openalex.org/W4393260144,A review of drivers and barriers of Digital Twin adoption in building project development processes,Q1,1
https://openalex.org/W4393261078,Simultaneous Rapid Detection of Multiple Physicochemical Properties of Jet Fuel Using Near-Infrared Spectroscopy,Q4,1
https://openalex.org/W4393262012,Non-local Transport of Electrons in Plasmas,Q1,1
https://openalex.org/W4393299894,"Workflow Mini-Apps: Portable, Scalable, Tunable &amp; Faithful Representations of Scientific Workflows",Q1,1
https://openalex.org/W4393304071,"Enhancing MetaOmGraph software, and using interpretable machine learning to study novel genes in human breast cancer",Q1,1
https://openalex.org/W4393315872,An isotope dilution-liquid chromatography-tandem mass spectrometry (ID-LC-MS/MS)-based candidate reference measurement procedure (RMP) for the quantification of primidone in human serum and plasma,Q4,1
